0.000000, 6.582290, -0.000000, 6.534039, 0.000000
0.050104, 6.583881, 0.012970, 6.535613, 0.012835
0.100416, 6.588685, 0.026045, 6.540367, 0.025774
0.150938, 6.596761, 0.039276, 6.548360, 0.038867
0.201671, 6.608181, 0.052720, 6.559661, 0.052170
0.252616, 6.623032, 0.066432, 6.574357, 0.065739
0.303775, 6.641414, 0.080475, 6.592549, 0.079634
0.355149, 6.663446, 0.094915, 6.614352, 0.093920
0.406739, 6.689265, 0.109822, 6.639901, 0.108668
0.458547, 6.719026, 0.125273, 6.669351, 0.123954
0.510574, 6.752906, 0.141354, 6.702876, 0.139860
0.562822, 6.791107, 0.158157, 6.740675, 0.156480
0.615292, 6.833856, 0.175786, 6.782972, 0.173915
0.667985, 6.881409, 0.194356, 6.830022, 0.192279
0.720903, 6.934058, 0.213998, 6.882111, 0.211700
0.774047, 6.992128, 0.234858, 6.939560, 0.232323
0.827418, 7.055989, 0.257103, 7.002735, 0.254311
0.881019, 7.126058, 0.280923, 7.072048, 0.277854
0.934850, 7.202807, 0.306537, 7.147962, 0.303165
0.988914, 7.286769, 0.334197, 7.231006, 0.330493
1.043211, 7.378552, 0.364196, 7.321778, 0.360127
1.097744, 7.478844, 0.396878, 7.420957, 0.392405
1.152512, 7.588435, 0.432644, 7.529321, 0.427721
1.207520, 7.708224, 0.471971, 7.647758, 0.466544
1.262767, 7.839247, 0.515423, 7.777287, 0.509429
1.318255, 7.982697, 0.563679, 7.919085, 0.557044
1.373986, 8.139952, 0.617556, 8.074509, 0.610190
1.429962, 8.312617, 0.678047, 8.245139, 0.669843
1.486184, 8.502562, 0.746370, 8.432816, 0.737197
1.542653, 8.711980, 0.824029, 8.639700, 0.813727
1.599372, 8.943456, 0.912898, 8.868334, 0.901273
1.656342, 9.200051, 1.015341, 9.121729, 1.002148
1.713565, 9.485409, 1.134367, 9.403468, 1.119300
1.771042, 9.803889, 1.273851, 9.717838, 1.256520
1.828776, 10.160730, 1.438854, 10.069988, 1.418755
1.886767, 10.562252, 1.636069, 10.466130, 1.612546
1.945017, 11.016098, 1.874492, 10.913775, 1.846673
2.003529, 11.531503, 2.166413, 11.422000, 2.133121
2.062305, 12.119557, 2.528927, 12.001713, 2.488543
2.121344, 12.793358, 2.986284, 12.665815, 2.936536
2.180651, 13.567782, 3.573599, 13.429008, 3.511230
2.240226, 14.458216, 4.342809, 14.306616, 4.263048
2.300071, 15.476603, 5.372271, 15.310890, 5.267985
2.360189, 16.620845, 6.781933, 16.441016, 6.642310
2.420580, 17.847943, 8.755337, 17.657748, 8.564034
2.481247, 19.009127, 11.562277, 18.821980, 11.295763
2.542192, 19.707948, 15.541748, 19.559492, 15.172009
2.603417, 19.069213, 20.900137, 19.035687, 20.415551
2.664923, 15.688644, 27.063343, 15.880403, 26.527648
2.726713, 8.614104, 31.869982, 9.070079, 31.469961
2.788789, -0.694304, 32.462450, -0.141579, 32.371283
2.851151, -8.599020, 28.335012, -8.186792, 28.495340
2.913804, -12.789276, 22.075853, -12.578181, 22.301920
2.976747, -13.818978, 16.324081, -13.737892, 16.510310
3.039985, -13.210374, 11.993206, -13.188781, 12.122495
3.103518, -12.009815, 8.949453, -12.010494, 9.034441
3.167348, -10.704312, 6.831236, -10.711559, 6.886508
3.231479, -9.478145, 5.336531, -9.486097, 5.372638
3.295911, -8.385619, 4.258584, -8.392405, 4.282349
3.360648, -7.431050, 3.462979, -7.436321, 3.478699
3.425690, -6.601690, 2.862679, -6.605626, 2.873066
3.491041, -5.880572, 2.400555, -5.883497, 2.407343
3.556703, -5.251230, 2.038350, -5.253472, 2.042672
3.622677, -4.699200, 1.749894, -4.701041, 1.752499
3.688966, -4.212274, 1.516894, -4.213948, 1.518290
3.755573, -3.780331, 1.326311, -3.782018, 1.326844
3.822499, -3.395020, 1.168674, -3.396863, 1.168585
3.889747, -3.049460, 1.036986, -3.051569, 1.036446
3.957320, -2.737959, 0.925999, -2.740420, 0.925126
4.025219, -2.455792, 0.831717, -2.458671, 0.830599
4.093446, -2.199012, 0.751065, -2.202361, 0.749761
4.162005, -1.964305, 0.681640, -1.968165, 0.680195
4.230898, -1.748869, 0.621553, -1.753273, 0.619998
4.300127, -1.550318, 0.569301, -1.555295, 0.567655
4.369695, -1.366611, 0.523677, -1.372185, 0.521956
4.439604, -1.195988, 0.483710, -1.202182, 0.481921
4.509857, -1.036918, 0.448610, -1.043754, 0.446757
4.580455, -0.888064, 0.417733, -0.895565, 0.415815
4.651403, -0.748246, 0.390555, -0.756434, 0.388570
4.722702, -0.616412, 0.366649, -0.625313, 0.364588
4.794355, -0.491617, 0.345668, -0.501261, 0.343523
4.866364, -0.373002, 0.327337, -0.383421, 0.325094
4.938733, -0.259772, 0.311443, -0.271006, 0.309085
5.011464, -0.151184, 0.297828, -0.163278, 0.295334
5.084559, -0.046530, 0.286391, -0.059537, 0.283733
5.158022, 0.054884, 0.277088, 0.040900, 0.274232
5.231855, 0.153749, 0.269934, 0.138712, 0.266838
5.306062, 0.250776, 0.265018, 0.234594, 0.261627
5.380644, 0.346718, 0.262517, 0.329280, 0.258761
5.455604, 0.442397, 0.262725, 0.423566, 0.258510
5.530947, 0.538735, 0.266093, 0.518344, 0.261295
5.606674, 0.636803, 0.273300, 0.614644, 0.267748
5.682789, 0.737876, 0.285361, 0.713688, 0.278817
5.759294, 0.843499, 0.303804, 0.816957, 0.295926
5.836192, 0.955573, 0.330979, 0.926265, 0.321261
5.913487, 1.076420, 0.370585, 1.043838, 0.358253
5.991182, 1.208751, 0.428629, 1.172293, 0.412455
6.069279, 1.355264, 0.515192, 1.314312, 0.493157
6.147782, 1.516952, 0.647706, 1.471204, 0.616379
6.226695, 1.687263, 0.856563, 1.637891, 0.810082
6.306019, 1.833650, 1.191149, 1.786887, 1.120343
6.385759, 1.849870, 1.704116, 1.825642, 1.600681
6.465918, 1.509670, 2.327788, 1.545152, 2.209043
6.546499, 0.697399, 2.662865, 0.794636, 2.594698
6.627505, -0.137468, 2.354655, -0.052175, 2.361011
6.708940, -0.512826, 1.721872, -0.473574, 1.750453
6.790808, -0.514165, 1.183847, -0.501435, 1.204587
6.873111, -0.373738, 0.828458, -0.370886, 0.839574
6.955853, -0.207888, 0.605376, -0.208494, 0.610502
7.039037, -0.053149, 0.462601, -0.055233, 0.464434
7.122668, 0.083028, 0.367687, 0.080007, 0.367738
7.206749, 0.201616, 0.302083, 0.197770, 0.301155
7.291283, 0.305450, 0.255126, 0.300772, 0.253647
7.376274, 0.397356, 0.220501, 0.391813, 0.218703
7.461727, 0.479709, 0.194334, 0.473268, 0.192339
7.547643, 0.554410, 0.174160, 0.547039, 0.172035
7.634029, 0.622964, 0.158370, 0.614633, 0.156146
7.720886, 0.686563, 0.145881, 0.677243, 0.143570
7.808220, 0.746171, 0.135954, 0.735827, 0.133555
7.896033, 0.802579, 0.128083, 0.791171, 0.125584
7.984331, 0.856453, 0.121922, 0.843935, 0.119302
8.073117, 0.908376, 0.117252, 0.894689, 0.114481
8.162394, 0.958874, 0.113957, 0.943946, 0.110996
8.252168, 1.008448, 0.112029, 0.992190, 0.108820
8.342443, 1.057599, 0.111590, 1.039901, 0.108050
8.433222, 1.106848, 0.112948, 1.087573, 0.108954
8.524509, 1.156738, 0.116730, 1.135723, 0.112086
8.616310, 1.207743, 0.124140, 1.184816, 0.118515
8.708629, 1.259850, 0.137393, 1.234925, 0.130233
8.801469, 1.311326, 0.160022, 1.284657, 0.150524
8.894835, 1.356452, 0.196131, 1.328935, 0.183524
8.988732, 1.381119, 0.246344, 1.354472, 0.230355
9.083164, 1.366671, 0.289078, 1.343168, 0.271388
9.178136, 1.332109, 0.284324, 1.311343, 0.268581
9.273653, 1.327487, 0.237036, 1.306332, 0.224626
9.369719, 1.364397, 0.189080, 1.340653, 0.178983
9.466338, 1.421051, 0.159389, 1.393908, 0.150372
9.563517, 1.482791, 0.144316, 1.451940, 0.135553
9.661259, 1.545700, 0.138080, 1.510880, 0.129021
9.759570, 1.609699, 0.137384, 1.570561, 0.127596
9.858454, 1.675692, 0.140687, 1.631752, 0.129753
9.957916, 1.744848, 0.147422, 1.695451, 0.134869
10.057963, 1.818495, 0.157635, 1.762770, 0.142861
10.158598, 1.898177, 0.171869, 1.834976, 0.154045
10.259827, 1.985772, 0.191234, 1.913587, 0.169155
10.361655, 2.083645, 0.217627, 2.000505, 0.189478
10.464088, 2.194907, 0.254164, 2.098209, 0.217177
10.567131, 2.323889, 0.306282, 2.209986, 0.255953
10.670789, 2.476238, 0.384295, 2.340158, 0.312421
10.775069, 2.657624, 0.508434, 2.493851, 0.399115
10.879975, 2.866738, 0.719736, 2.674177, 0.541088
10.985513, 3.061600, 1.096542, 2.867355, 0.787936
11.091689, 3.053899, 1.709344, 2.988995, 1.210176
11.198510, 2.527371, 2.307633, 2.822638, 1.776518
11.305979, 1.680664, 2.308779, 2.210814, 2.143561
11.414105, 1.211925, 1.740608, 1.534954, 1.879340
11.522892, 1.280718, 1.190357, 1.393815, 1.311302
11.632346, 1.569927, 0.893733, 1.618022, 0.946225
11.742475, 1.904066, 0.784182, 1.935337, 0.797166
11.853284, 2.253152, 0.802263, 2.276157, 0.791863
11.964779, 2.623342, 0.945771, 2.638584, 0.914236
12.076967, 2.998825, 1.270331, 3.010479, 1.208757
12.189854, 3.243347, 1.849230, 3.276298, 1.746268
12.303448, 3.125667, 2.499791, 3.217190, 2.385728
12.417754, 2.882659, 2.923069, 3.008898, 2.838986
12.532779, 2.690258, 3.496023, 2.841315, 3.427732
12.648530, 1.898539, 4.181336, 2.095134, 4.167719
12.765014, 0.686130, 4.002372, 0.847493, 4.085245
12.882238, 0.200231, 3.068561, 0.271577, 3.161462
13.000209, 0.597114, 2.412073, 0.630970, 2.463576
13.118935, 1.283613, 2.465762, 1.314997, 2.486094
13.238421, 1.744724, 3.309157, 1.786231, 3.308787
13.358677, 1.174015, 4.706772, 1.239669, 4.700200
13.479709, -0.815746, 5.234795, -0.736630, 5.253641
13.601524, -2.424429, 3.889986, -2.368148, 3.920802
13.724131, -2.500832, 2.353189, -2.453979, 2.367292
13.847537, -2.043677, 1.528843, -1.983984, 1.528578
13.971750, -1.626117, 1.136015, -1.543820, 1.139114
14.096778, -1.302244, 0.935088, -1.203468, 0.948967
14.222629, -1.091817, 0.864554, -0.955943, 0.901493
14.349311, -1.037248, 0.785785, -0.886830, 0.922073
14.476833, -0.983197, 0.589444, -0.957599, 0.795900
14.605202, -0.830249, 0.405981, -0.894103, 0.538577
14.734428, -0.659159, 0.296865, -0.725010, 0.365573
14.864518, -0.508765, 0.232389, -0.560026, 0.270468
14.995482, -0.380668, 0.190583, -0.419008, 0.213774
15.127329, -0.270497, 0.161316, -0.299170, 0.176556
15.260066, -0.174248, 0.139723, -0.195786, 0.150332
15.393704, -0.088887, 0.123236, -0.105073, 0.130956
15.528252, -0.012163, 0.110402, -0.024252, 0.116228
15.663718, 0.057545, 0.100361, 0.048629, 0.104909
15.800113, 0.121357, 0.092351, 0.114875, 0.095981
15.937446, 0.180601, 0.085589, 0.176029, 0.088450
16.075727, 0.236588, 0.080047, 0.233589, 0.082256
16.214964, 0.290014, 0.075851, 0.288290, 0.077526
